zip_code,sub_grade,grade,int_rate,term,fico_range_low,fico_range_high,inq_last_6mths,revol_util,addr_state,annual_inc,pub_rec,mths_since_last_record,loan_amnt,dti,emp_length,is_bad
704xx,D4,D,16.89,6,700,704,1,63.7,LA,9e4,0,0,20000,20.15,1,0
530xx,E4,E,19.29,6,695,699,1,51.7,WI,1e5,0,0,35000,12.42,1,0
280xx,C4,C,14.79,6,730,734,1,78.7,NC,82e3,0,0,16000,24.91,6,0
701xx,D4,D,16.89,6,745,749,0,90.8,LA,65e3,0,0,35000,16.84,1,0
207xx,D4,D,16.89,6,730,734,0,19.3,MD,75e3,0,0,14400,6.43,2,0
920xx,B2,B,10.59,3,685,689,0,68.0,CA,36e3,1,104,1000,10.5,1,1
191xx,A5,A,8.49,3,725,729,0,59.4,PA,12e3,0,0,5000,6.6,2,1
809xx,B2,B,10.59,3,700,704,2,45.2,CO,88200.0,0,0,3000,20.37,9,0
300xx,B3,B,10.99,3,700,704,0,69.4,GA,45e3,1,110,13000,10.29,8,0
114xx,E1,E,17.99,6,715,719,0,48.2,NY,115e3,0,0,35000,13.11,9,0
662xx,A5,A,8.49,3,745,749,1,21.8,KS,32956.0,0,0,10000,15.07,1,0
850xx,A4,A,7.49,3,710,714,0,20.2,AZ,85e3,0,0,3000,7.96,5,0
917xx,B5,B,11.99,3,705,709,1,39.5,CA,4e4,0,0,5000,13.83,1,0
730xx,C5,C,15.23,6,745,749,3,88.9,OK,67e3,0,0,25500,20.13,9,1
945xx,C2,C,13.49,3,690,694,0,95.9,CA,43e3,0,0,4200,24.89,1,0
871xx,B3,B,10.99,3,690,694,0,48.8,NM,64500.0,0,0,7000,14.1,6,0
641xx,B1,B,9.99,3,725,729,2,78.3,MO,73e3,0,0,7550,18.0,1,1
704xx,C2,C,13.49,3,680,684,0,94.6,LA,115e3,0,0,10500,18.99,6,0
113xx,C1,C,12.99,3,690,694,3,58.1,NY,72e3,1,94,12000,17.63,1,0
986xx,A5,A,8.49,3,720,724,2,30.7,WA,115e3,0,0,5000,8.82,1,0
230xx,A4,A,7.49,3,735,739,0,44.4,VA,144e3,0,0,12000,10.87,2,0
934xx,A4,A,7.49,3,725,729,3,22.6,CA,48e3,0,0,2800,25.45,4,0
705xx,B4,B,11.49,3,685,689,0,19.4,LA,42e3,0,0,6725,21.43,1,1
012xx,D2,D,15.99,6,715,719,2,72.0,MA,75e3,0,0,25000,17.49,8,0
600xx,B4,B,11.49,3,700,704,3,75.4,IL,61e3,0,0,8000,20.77,1,0
829xx,C5,C,15.23,6,725,729,3,29.7,WY,94e3,0,0,18000,1.89,4,0
113xx,A4,A,7.49,3,750,754,1,7.7,NY,105500.0,0,0,8000,1.32,4,0
211xx,B1,B,9.99,3,750,754,0,1.6,MD,55e3,0,0,14000,16.84,2,0
123xx,D2,D,15.99,6,690,694,1,72.3,NY,23004.0,0,0,8325,22.38,6,1
553xx,A5,A,8.49,3,730,734,0,26.4,MN,98e3,0,0,12000,7.8,5,0
622xx,C3,C,13.99,3,675,679,2,77.2,IL,45e3,0,0,5000,9.92,1,1
604xx,C2,C,13.49,3,695,699,0,82.4,IL,66e3,0,0,16800,14.53,1,0
111xx,B1,B,9.99,3,715,719,2,52.8,NY,42e3,0,0,6000,6.09,5,0
330xx,C2,C,13.49,3,690,694,0,89.7,FL,68e3,0,0,5000,12.37,1,0
286xx,A4,A,7.49,3,740,744,2,47.3,NC,45e3,0,0,6000,12.69,2,0
937xx,E4,E,19.29,3,660,664,3,74.8,CA,61e3,0,0,18400,16.64,2,0
201xx,C2,C,13.49,6,750,754,0,40.6,VA,135e3,0,0,35000,7.29,1,0
604xx,D1,D,15.62,3,685,689,1,92.1,IL,72e3,0,0,16800,19.03,6,0
483xx,D1,D,15.62,3,660,664,0,83.1,MI,138e3,0,0,4000,19.95,1,0
112xx,C4,C,14.79,3,670,674,2,0.0,NY,99999.0,0,0,2400,12.48,5,1
285xx,E4,E,19.29,3,695,699,1,99.9,NC,43200.0,0,0,3000,6.86,3,0
021xx,C1,C,12.99,3,720,724,1,95.1,MA,94e3,0,0,9600,10.37,6,0
436xx,C2,C,13.49,3,690,694,0,93.0,OH,32e3,0,0,14000,19.01,1,0
331xx,C1,C,12.99,3,685,689,1,76.5,FL,69528.0,0,0,6000,12.39,8,0
611xx,D2,D,15.99,3,675,679,0,0.0,IL,55e3,0,0,4800,0.0,6,1
841xx,A3,A,6.99,3,735,739,1,5.9,UT,36e3,0,0,2800,29.4,1,0
770xx,C1,C,12.99,3,700,704,3,83.2,TX,18e4,0,0,12900,16.03,9,0
119xx,C3,C,13.99,3,675,679,1,57.5,NY,49995.0,1,97,7400,20.52,0,1
300xx,A1,A,5.42,3,795,799,0,33.0,GA,31200.0,0,0,6600,11.69,1,0
933xx,B4,B,11.49,3,685,689,2,64.7,CA,66661.0,0,0,1500,15.9,1,0
563xx,B3,B,10.99,3,705,709,2,37.0,MN,17376.0,0,0,6000,13.47,1,0
730xx,D3,D,16.49,6,710,714,1,29.5,OK,11e4,0,0,19000,9.81,4,0
707xx,B4,B,11.49,3,690,694,3,62.6,LA,124e3,1,104,4350,18.21,9,0
907xx,A1,A,5.42,3,780,784,0,25.5,CA,46877.88,0,0,10000,15.87,0,0
534xx,B3,B,10.99,6,745,749,0,20.2,WI,93156.0,0,0,15000,16.84,1,0
791xx,B4,B,11.49,3,690,694,0,10.5,TX,6e4,0,0,12500,1.36,2,0
480xx,C5,C,15.23,3,710,714,1,70.2,MI,94e3,0,0,35000,13.49,1,0
028xx,A3,A,6.99,3,725,729,0,23.1,RI,52e3,0,0,1000,17.26,1,0
124xx,B2,B,10.59,3,720,724,1,87.1,NY,32e3,0,0,2000,24.0,2,1
347xx,B5,B,11.99,6,755,759,1,4.5,FL,33600.0,0,0,12000,0.39,2,1
361xx,A4,A,7.49,3,750,754,1,51.1,AL,52800.0,0,0,9000,6.0,1,0
331xx,E5,E,20.99,6,660,664,1,80.4,FL,36e3,0,0,3000,8.87,1,0
803xx,A4,A,7.49,3,720,724,0,78.2,CO,41e3,0,0,7200,17.87,1,0
714xx,F2,F,20.62,6,675,679,0,63.7,LA,199680.0,0,0,29275,15.04,1,0
891xx,C3,C,13.99,3,690,694,1,86.6,NV,36e3,0,0,6000,8.73,3,0
967xx,C2,C,13.49,6,725,729,0,92.0,HI,13e4,0,0,12000,9.88,1,0
950xx,A5,A,8.49,3,715,719,0,85.2,CA,123e3,0,0,7000,10.2,2,0
800xx,B4,B,11.49,3,680,684,0,33.7,CO,43e3,0,0,7800,14.09,3,0
800xx,B3,B,10.99,3,705,709,0,92.0,CO,65e3,0,0,8000,6.76,1,0
219xx,B2,B,10.59,3,705,709,2,49.0,MD,13e4,0,0,6000,18.75,1,0
404xx,B2,B,10.59,6,805,809,2,1.2,KY,53288.59,0,0,4000,19.1,1,0
200xx,B2,B,10.59,3,700,704,0,48.9,DC,6e4,0,0,8500,5.76,1,0
953xx,D3,D,16.49,3,680,684,1,97.5,CA,91980.0,0,0,15000,14.35,7,0
105xx,F4,F,21.36,6,690,694,1,95.3,NY,182004.0,0,0,30000,14.38,1,1
329xx,D3,D,16.49,3,670,674,2,68.3,FL,3e4,0,0,10625,19.6,0,0
806xx,B3,B,10.99,6,775,779,1,29.3,CO,71e3,0,0,15250,11.95,6,0
902xx,C3,C,13.99,3,695,699,2,28.5,CA,38e3,0,0,5000,7.77,1,0
295xx,A5,A,8.49,3,705,709,0,43.7,SC,57900.0,0,0,4850,20.77,3,0
735xx,B2,B,10.59,3,730,734,1,62.0,OK,145e3,0,0,14000,14.81,9,0
190xx,E4,E,19.29,6,670,674,1,31.7,PA,62e3,0,0,15000,22.1,1,0
125xx,B3,B,10.99,6,770,774,0,20.0,NY,92500.0,0,0,35000,6.4,7,0
941xx,A3,A,6.99,3,750,754,2,58.7,CA,75e3,0,0,6000,16.8,1,0
104xx,A4,A,7.49,3,740,744,3,42.5,NY,53160.0,0,0,7000,11.69,0,0
735xx,A4,A,7.49,3,725,729,0,31.2,OK,62400.0,0,0,11000,22.6,1,0
421xx,B4,B,11.49,6,735,739,0,60.5,KY,31200.0,0,0,15425,14.04,3,0
337xx,A2,A,5.99,3,735,739,0,9.6,FL,4e4,1,85,1400,20.76,1,0
606xx,C3,C,13.99,3,675,679,1,66.8,IL,6e4,0,0,5000,14.44,2,0
590xx,A3,A,6.99,3,745,749,1,18.0,MT,47e3,0,0,6000,8.66,2,0
550xx,B3,B,10.99,3,715,719,1,53.9,MN,25e3,1,23,7000,8.35,0,0
330xx,A2,A,5.99,3,745,749,0,17.9,FL,55e3,0,0,9000,16.63,1,0
060xx,C1,C,12.99,3,720,724,1,97.6,CT,1e5,0,0,10200,19.19,1,0
223xx,B5,B,11.99,6,780,784,1,18.7,VA,134e3,0,0,30000,27.43,8,1
060xx,C1,C,12.99,3,705,709,2,69.5,CT,7e4,0,0,18000,12.22,1,1
224xx,B3,B,10.99,3,690,694,0,77.1,VA,47110.0,0,0,11000,10.67,1,0
926xx,A1,A,5.42,3,815,819,0,1.5,CA,64e3,0,0,6000,1.5,1,0
331xx,D3,D,16.49,6,700,704,1,24.2,FL,65e3,0,0,16000,17.54,4,0
341xx,B5,B,11.99,6,725,729,0,50.3,FL,65e3,0,0,15000,20.57,2,0
751xx,D2,D,15.99,6,695,699,1,80.1,TX,7e4,0,0,12000,21.82,5,0
606xx,C3,C,13.99,3,710,714,2,96.1,IL,64800.0,0,0,4000,10.43,1,0
197xx,C1,C,12.99,3,685,689,3,41.9,DE,48e3,0,0,8000,15.43,0,0
553xx,A1,A,5.42,3,785,789,0,57.4,MN,76e3,0,0,9000,11.59,1,1
722xx,A4,A,7.49,3,730,734,0,69.9,AR,34800.0,0,0,6250,23.97,2,0
088xx,A4,A,7.49,3,765,769,1,0.4,NJ,125e3,0,0,7500,4.18,1,0
554xx,B4,B,11.49,3,680,684,0,68.7,MN,62e3,0,0,8000,12.23,4,1
339xx,B3,B,10.99,3,695,699,2,55.6,FL,36e3,0,0,2500,5.87,2,0
907xx,A4,A,7.49,3,705,709,0,57.7,CA,87e3,0,0,1750,10.94,7,0
870xx,D4,D,16.89,6,735,739,1,22.9,NM,65e3,0,0,30000,17.21,1,1
840xx,B3,B,10.99,6,805,809,0,0.0,UT,75e3,0,0,15000,0.0,1,0
440xx,B4,B,11.49,3,685,689,0,41.7,OH,55e3,0,0,12000,15.77,1,0
441xx,A4,A,7.49,3,735,739,0,3.5,OH,45e3,0,0,7000,10.83,1,0
301xx,B4,B,11.49,6,725,729,0,65.9,GA,48e3,0,0,12200,21.52,8,0
274xx,D1,D,15.62,3,670,674,1,87.5,NC,6e4,1,87,5000,22.24,8,0
483xx,E1,E,17.99,3,660,664,1,90.6,MI,41496.0,0,0,7200,22.93,4,0
232xx,C4,C,14.79,3,670,674,1,71.7,VA,53e3,0,0,7350,21.55,1,0
231xx,E1,E,17.99,6,690,694,0,94.2,VA,61e3,0,0,15000,13.5,1,0
301xx,D5,D,17.49,6,730,734,1,49.6,GA,105600.0,0,0,35000,25.19,1,0
282xx,B4,B,11.49,3,720,724,1,5.3,NC,4e4,0,0,4000,15.48,5,0
760xx,B3,B,10.99,6,785,789,0,7.4,TX,66984.0,0,0,30000,10.5,2,0
338xx,B3,B,10.99,3,710,714,0,46.2,FL,19200.0,0,0,5000,4.44,3,1
917xx,C2,C,13.49,3,685,689,0,72.5,CA,37200.0,0,0,6600,15.71,1,0
140xx,A5,A,8.49,3,810,814,0,0.0,NY,77100.0,0,0,35000,0.2,6,0
194xx,C2,C,13.49,6,705,709,0,78.8,PA,57e3,0,0,14400,21.98,5,0
365xx,E2,E,18.39,3,660,664,1,95.8,AL,50300.0,1,103,1000,11.12,3,0
604xx,B4,B,11.49,3,680,684,0,77.2,IL,71e3,0,0,5300,12.91,4,0
160xx,B5,B,11.99,6,740,744,0,44.6,PA,8e4,0,0,21500,25.98,5,0
442xx,A4,A,7.49,3,725,729,0,36.7,OH,3e4,0,0,4200,20.88,1,0
070xx,D5,D,17.49,3,725,729,1,18.4,NJ,54e3,0,0,15000,15.89,1,1
246xx,B2,B,10.59,3,705,709,3,8.0,VA,67e3,0,0,3000,19.18,1,0
337xx,B5,B,11.99,3,685,689,0,15.9,FL,4e4,0,0,10000,10.95,5,0
335xx,D5,D,17.49,6,685,689,3,96.0,FL,24e3,0,0,5500,21.15,2,0
920xx,B4,B,11.49,3,700,704,0,48.1,CA,95e3,0,0,17000,15.74,1,0
787xx,B3,B,10.99,3,705,709,0,62.9,TX,87e3,0,0,15000,20.97,4,0
272xx,B2,B,10.59,3,700,704,1,40.5,NC,8e4,0,0,2700,18.77,1,0
782xx,D1,D,15.62,3,685,689,3,95.0,TX,27600.0,0,0,6000,19.0,5,1
956xx,B3,B,10.99,6,760,764,0,24.7,CA,81e3,0,0,20000,7.45,1,0
198xx,D5,D,17.49,6,695,699,2,47.2,DE,48500.0,1,89,20000,13.98,1,0
100xx,A4,A,7.49,3,740,744,0,48.4,NY,38400.0,0,0,11000,25.38,1,0
106xx,C3,C,13.99,3,675,679,2,72.2,NY,58800.0,0,0,7000,22.22,1,0
021xx,A1,A,5.42,3,785,789,0,21.1,MA,112445.0,0,0,6000,7.15,4,0
760xx,A4,A,7.49,3,790,794,1,10.2,TX,62004.0,0,0,19000,14.42,5,0
076xx,F4,F,21.36,6,690,694,1,99.8,NJ,31200.0,0,0,10800,19.81,7,1
853xx,D1,D,15.62,3,670,674,0,69.0,AZ,11e4,0,0,10000,10.15,8,0
951xx,B4,B,11.49,3,685,689,1,40.1,CA,5e4,0,0,2000,4.1,2,1
549xx,D3,D,16.49,6,685,689,0,56.2,WI,43320.0,0,0,12000,7.09,4,0
310xx,D3,D,16.49,6,695,699,0,67.4,GA,4e4,0,0,14125,23.52,1,1
076xx,A4,A,7.49,3,725,729,0,41.0,NJ,42e3,0,0,5000,11.2,2,0
118xx,A4,A,7.49,3,805,809,0,0.9,NY,1e5,0,0,15000,4.18,1,0
951xx,B4,B,11.49,3,705,709,0,91.1,CA,72800.0,0,0,9425,14.67,1,0
064xx,A4,A,7.49,3,745,749,0,25.8,CT,55e3,0,0,12000,7.59,7,0
100xx,A4,A,7.49,3,745,749,0,28.4,NY,8e4,0,0,12000,19.52,8,0
731xx,D3,D,16.49,6,690,694,1,34.0,OK,83500.0,1,68,12000,3.94,5,0
278xx,D4,D,16.89,3,665,669,3,92.6,NC,56400.0,0,0,12000,9.11,9,0
917xx,B3,B,10.99,3,730,734,2,56.7,CA,95e3,0,0,18000,16.61,5,0
227xx,C5,C,15.23,3,665,669,1,26.4,VA,8e4,0,0,4000,10.53,7,0
080xx,B3,B,10.99,3,680,684,0,34.7,NJ,6e4,0,0,5000,6.48,1,0
023xx,D5,D,17.49,6,695,699,3,1.8,MA,26880.0,0,0,2200,24.78,3,0
773xx,B3,B,10.99,3,695,699,0,75.1,TX,6e4,0,0,12000,24.26,5,0
024xx,A2,A,5.99,3,765,769,0,9.5,MA,59e3,0,0,6000,1.14,2,0
927xx,C4,C,14.79,6,715,719,1,66.3,CA,33e3,0,0,5000,14.22,1,0
076xx,F4,F,21.36,6,665,669,2,70.5,NJ,108e3,0,0,31825,20.69,1,0
331xx,C1,C,12.99,6,730,734,3,43.2,FL,29120.0,0,0,5750,16.11,1,1
797xx,B1,B,9.99,3,735,739,0,0.0,TX,55600.0,1,90,8800,0.0,1,0
211xx,B3,B,10.99,3,710,714,0,91.4,MD,14e4,0,0,10000,22.48,1,0
020xx,B3,B,10.99,3,705,709,2,30.6,MA,56e3,0,0,8400,6.92,3,0
907xx,E1,E,17.99,3,665,669,2,69.1,CA,58e3,0,0,4800,1.66,6,1
600xx,A5,A,8.49,3,750,754,2,0.0,IL,48e3,0,0,8800,4.15,1,0
750xx,D2,D,15.99,6,710,714,1,32.3,TX,6e4,0,0,16000,14.12,1,1
953xx,B2,B,10.59,3,705,709,0,78.5,CA,6e4,0,0,11025,19.34,1,0
944xx,B4,B,11.49,3,725,729,1,58.2,CA,72e3,0,0,20400,3.48,8,0
605xx,B4,B,11.49,3,715,719,1,40.1,IL,38220.0,0,0,17725,13.16,1,1
437xx,B3,B,10.99,6,740,744,0,66.0,OH,21600.0,0,0,6950,28.0,1,0
200xx,A1,A,5.42,3,780,784,0,5.4,DC,25e3,0,0,3000,16.94,1,0
982xx,C5,C,15.23,3,670,674,1,59.2,WA,75e3,0,0,8000,7.66,1,0
305xx,E5,E,19.69,6,685,689,0,77.6,GA,135e3,0,0,35000,10.49,4,1
640xx,B4,B,11.49,6,810,814,1,3.2,MO,78e3,0,0,14400,9.78,1,0
338xx,D4,D,16.89,6,720,724,1,90.0,FL,34500.0,0,0,19425,23.03,1,0
920xx,B3,B,10.99,6,780,784,4,11.4,CA,115e3,0,0,12000,9.73,9,0
208xx,C1,C,12.99,6,755,759,0,17.1,MD,37960.0,0,0,12000,20.96,5,0
757xx,B4,B,11.49,6,760,764,1,36.6,TX,35e3,0,0,12000,17.38,1,0
911xx,E1,E,17.99,6,705,709,0,46.8,CA,75e3,0,0,12400,9.63,0,0
940xx,B3,B,10.99,3,725,729,1,32.1,CA,54e3,0,0,18000,22.98,1,0
074xx,B3,B,10.99,6,795,799,0,9.5,NJ,9e4,0,0,35000,11.93,5,0
161xx,C5,C,15.23,3,660,664,2,24.4,PA,36e3,0,0,1925,24.57,1,0
770xx,D2,D,15.99,6,710,714,1,50.8,TX,9e4,0,0,25000,8.21,1,1
945xx,D2,D,15.99,3,670,674,0,86.9,CA,9600.0,0,0,2100,14.25,4,0
060xx,C1,C,12.99,6,740,744,1,78.0,CT,69567.0,0,0,13200,27.5,9,0
107xx,B2,B,10.59,3,715,719,0,13.0,NY,45e3,0,0,16000,2.45,1,0
028xx,A1,A,5.42,3,800,804,0,6.7,RI,79200.0,0,0,5000,2.18,1,0
295xx,B3,B,10.99,3,720,724,1,12.7,SC,74900.0,1,116,18300,13.03,5,1
333xx,B4,B,11.49,3,675,679,0,67.5,FL,52e3,0,0,3000,21.27,8,0
148xx,B3,B,10.99,3,675,679,0,63.9,NY,34942.0,0,0,1500,15.59,7,0
786xx,D2,D,15.99,3,660,664,1,40.7,TX,75e3,0,0,6400,14.08,5,0
063xx,A5,A,8.49,3,750,754,2,15.7,CT,9e4,0,0,15000,4.45,6,0
196xx,C1,C,12.99,3,710,714,2,25.7,PA,49e3,0,0,3000,13.44,6,0
551xx,A2,A,5.99,3,750,754,0,5.7,MN,86e3,0,0,8000,8.13,1,0
490xx,A4,A,7.49,3,745,749,0,26.9,MI,11e4,0,0,15000,7.9,5,0
301xx,A2,A,5.99,3,795,799,1,8.3,GA,325e3,0,0,10000,7.82,4,0
794xx,A5,A,8.49,3,725,729,2,48.7,TX,45600.0,0,0,1450,16.05,3,0
921xx,C4,C,14.79,3,700,704,1,97.6,CA,7e4,0,0,10000,16.87,5,0
351xx,B4,B,11.49,3,695,699,2,34.0,AL,63e3,1,104,6000,12.04,1,0
660xx,C1,C,12.99,3,695,699,1,39.7,KS,6e4,1,107,9600,16.74,8,0
913xx,C1,C,12.99,6,730,734,0,66.9,CA,85e3,0,0,26000,17.96,3,0
945xx,B2,B,10.59,3,785,789,2,4.9,CA,4e4,0,0,12000,0.72,1,0
331xx,C2,C,13.49,6,720,724,1,34.8,FL,59e3,0,0,12000,14.05,1,0
112xx,F3,F,20.99,6,670,674,0,70.7,NY,62e3,0,0,20500,15.24,2,0
134xx,B1,B,9.99,3,775,779,6,0.0,NY,67e3,0,0,6000,4.76,3,0
752xx,A1,A,5.42,3,780,784,0,14.2,TX,33e3,0,0,10000,20.07,1,0
191xx,D2,D,15.99,6,680,684,0,0.0,PA,12e3,0,0,1500,0.0,1,1
210xx,F5,F,21.74,6,675,679,1,71.5,MD,37e3,0,0,12800,6.49,1,1
019xx,D1,D,15.62,3,680,684,2,96.9,MA,12e4,0,0,8000,12.38,4,0
857xx,C4,C,14.79,3,695,699,3,51.6,AZ,3e4,0,0,2300,16.2,3,0
913xx,A4,A,7.49,3,740,744,0,77.2,CA,57e3,0,0,14400,18.69,1,0
178xx,C3,C,13.99,3,690,694,3,9.3,PA,36e3,0,0,13250,22.7,1,1
339xx,D4,D,16.89,6,680,684,0,0.0,FL,9600.0,0,0,3600,0.0,1,0
070xx,B2,B,10.59,3,725,729,1,46.6,NJ,28800.0,0,0,12250,19.96,1,0
074xx,C1,C,12.99,3,690,694,0,69.3,NJ,24e3,0,0,6000,15.2,0,0
430xx,E5,E,19.69,6,695,699,1,85.1,OH,15e4,0,0,33000,17.44,4,0
310xx,B5,B,11.99,6,755,759,2,16.2,GA,43e3,0,0,12000,4.3,2,0
923xx,C5,C,15.23,3,670,674,3,50.8,CA,54902.52,0,0,6000,23.08,1,1
331xx,C1,C,12.99,3,680,684,1,21.8,FL,105e3,0,0,5000,13.2,1,0
195xx,B4,B,11.49,3,685,689,0,62.2,PA,43e3,0,0,10000,17.53,1,1
780xx,B5,B,11.99,3,680,684,2,58.9,TX,48e3,0,0,3000,12.28,7,1
951xx,B2,B,10.59,6,785,789,0,0.4,CA,43e3,0,0,16000,0.42,1,0
550xx,B3,B,10.99,3,700,704,0,51.4,MN,39e3,0,0,12000,16.55,1,0
208xx,A5,A,8.49,3,725,729,2,46.8,MD,106e3,0,0,6000,10.8,2,0
330xx,A4,A,7.49,3,735,739,0,69.4,FL,28800.0,0,0,5000,14.63,1,0
606xx,A1,A,5.42,3,780,784,1,6.3,IL,115e3,0,0,5600,0.96,4,0
196xx,A4,A,7.49,3,775,779,1,34.9,PA,68e3,0,0,10000,1.75,1,0
330xx,C1,C,12.99,6,735,739,0,0.0,FL,5e4,0,0,12000,3.17,3,0
927xx,B4,B,11.49,3,695,699,0,30.7,CA,21e3,1,109,4000,6.4,5,0
940xx,A4,A,7.49,3,780,784,0,33.0,CA,22e3,0,0,2200,2.4,0,0
805xx,C1,C,12.99,3,665,669,0,66.6,CO,28e3,0,0,1000,13.54,2,0
309xx,C1,C,12.99,3,685,689,1,88.1,GA,6e4,0,0,5000,20.06,1,0
905xx,D3,D,16.49,3,660,664,1,27.4,CA,55e3,0,0,9000,12.41,4,0
651xx,B5,B,11.99,3,730,734,0,43.2,MO,79750.0,0,0,35000,14.43,5,0
331xx,F1,F,20.25,6,670,674,1,94.0,FL,110004.0,0,0,5000,5.5,4,0
336xx,A3,A,6.99,3,725,729,0,57.6,FL,22e4,0,0,2500,3.13,1,0
546xx,D5,D,17.49,6,680,684,0,83.4,WI,52e3,1,89,14400,24.99,5,0
287xx,C1,C,12.99,6,765,769,2,30.4,NC,3e4,0,0,13000,2.12,4,0
657xx,A5,A,8.49,3,740,744,0,17.0,MO,25e3,0,0,10000,2.45,1,1
917xx,C2,C,13.49,3,695,699,1,83.1,CA,65e3,0,0,15000,24.3,4,0
906xx,C1,C,12.99,3,725,729,0,98.6,CA,24e3,0,0,4000,7.85,4,1
895xx,B4,B,11.49,3,670,674,0,53.9,NV,91200.0,0,0,2000,23.61,1,0
601xx,A2,A,5.99,3,770,774,1,3.1,IL,65500.0,0,0,3000,22.55,1,0
914xx,B4,B,11.49,6,775,779,4,12.9,CA,56004.0,0,0,16000,14.46,3,0
949xx,C3,C,13.99,6,740,744,1,34.5,CA,35e3,0,0,15500,22.66,1,1
925xx,A3,A,6.99,3,790,794,0,6.3,CA,82305.0,0,0,18600,7.19,1,0
294xx,D3,D,16.49,6,675,679,0,58.7,SC,27e3,0,0,4325,20.4,2,0
856xx,A3,A,6.99,3,735,739,0,55.4,AZ,67200.0,0,0,5525,18.98,1,0
648xx,B5,B,11.99,3,705,709,1,1.9,MO,30480.0,0,0,1200,16.42,1,1
197xx,C5,C,15.23,3,665,669,1,27.2,DE,42e3,0,0,7000,21.94,5,0
785xx,G2,G,22.48,6,660,664,1,1.7,TX,4e4,0,0,13600,14.28,4,1
330xx,A5,A,8.49,3,725,729,1,63.0,FL,6e4,0,0,7200,6.96,2,0
080xx,B3,B,10.99,3,695,699,1,32.2,NJ,49e3,0,0,3000,12.96,2,1
312xx,C1,C,12.99,6,730,734,0,85.0,GA,36400.0,0,0,13750,22.12,1,1
480xx,B5,B,11.99,3,715,719,0,93.0,MI,65e3,0,0,23000,20.9,1,0
024xx,B2,B,10.59,3,695,699,0,74.0,MA,46151.04,0,0,6000,11.08,2,0
934xx,C2,C,13.49,6,740,744,1,28.2,CA,128e3,0,0,10550,5.75,1,0
752xx,B4,B,11.49,3,755,759,2,0.01,TX,6e4,0,0,12500,12.44,4,0
021xx,A2,A,5.99,3,785,789,0,8.2,MA,9600.0,0,0,1800,5.88,0,0
711xx,A2,A,5.99,3,745,749,0,22.6,LA,7e4,0,0,2500,8.73,1,0
553xx,A5,A,8.49,3,745,749,0,27.3,MN,84e3,0,0,18000,15.91,3,0
770xx,A3,A,6.99,3,750,754,1,0.0,TX,20400.0,0,0,3500,4.0,1,0
113xx,C2,C,13.49,6,755,759,1,63.3,NY,81e3,0,0,25000,22.09,5,0
458xx,F2,F,20.62,6,675,679,1,86.1,OH,73e3,0,0,18000,14.01,1,0
112xx,B3,B,10.99,3,695,699,0,36.6,NY,42e3,0,0,8000,3.14,2,0
481xx,C1,C,12.99,3,705,709,1,88.6,MI,3e4,0,0,6400,11.0,3,0
116xx,C1,C,12.99,6,710,714,0,49.1,NY,1e5,0,0,15000,11.52,1,0
708xx,B2,B,10.59,6,780,784,0,32.8,LA,11e4,0,0,24000,15.75,1,0
083xx,A2,A,5.99,3,780,784,1,7.9,NJ,31e3,0,0,12000,1.39,8,0
980xx,E5,E,19.69,3,660,664,0,88.5,WA,65e3,0,0,24000,10.91,5,0
280xx,B2,B,10.59,3,700,704,1,84.3,NC,55500.0,1,102,3000,22.1,9,0
247xx,B2,B,10.59,3,750,754,1,24.7,WV,125e3,0,0,25000,29.21,1,0
117xx,B4,B,11.49,6,780,784,4,27.3,NY,63600.0,0,0,16250,29.36,6,0
606xx,B5,B,11.99,3,715,719,1,50.9,IL,76500.0,0,0,20000,11.65,1,0
064xx,D3,D,16.49,6,735,739,0,24.0,CT,5e4,0,0,20375,21.48,1,0
302xx,B2,B,10.59,6,750,754,0,21.7,GA,42e3,0,0,12000,13.29,3,0
992xx,D2,D,15.99,6,700,704,2,71.3,WA,54e3,0,0,15000,18.13,1,0
913xx,B1,B,9.99,3,750,754,2,33.9,CA,16e4,0,0,20000,8.6,3,0
072xx,D4,D,16.89,6,700,704,3,25.9,NJ,65e3,0,0,20000,6.72,1,0
841xx,B4,B,11.49,6,750,754,1,33.3,UT,6e4,0,0,12000,10.38,4,0
672xx,C4,C,14.79,6,705,709,2,56.6,KS,7e4,0,0,12000,13.97,1,1
841xx,B4,B,11.49,3,700,704,2,75.4,UT,5e4,0,0,9200,11.16,4,0
335xx,A5,A,8.49,3,745,749,0,69.4,FL,1e5,0,0,19000,12.12,1,0
303xx,C3,C,13.99,6,770,774,1,30.4,GA,87360.0,0,0,35000,0.55,1,0
200xx,A4,A,7.49,3,725,729,1,22.3,DC,85e3,0,0,2800,15.1,1,0
085xx,A5,A,8.49,3,715,719,2,65.0,NJ,175e3,0,0,2200,16.37,1,0
448xx,B3,B,10.99,3,715,719,0,58.9,OH,6e4,0,0,25475,23.06,1,1
639xx,A4,A,7.49,3,735,739,0,0.0,MO,6e4,0,0,4000,21.94,1,0
786xx,D1,D,15.62,3,660,664,2,54.0,TX,28e3,0,0,3075,24.47,1,1
799xx,C2,C,13.49,3,690,694,0,96.3,TX,96e3,0,0,8000,10.45,8,0
440xx,D4,D,16.89,3,660,664,0,48.3,OH,75e3,0,0,12000,6.54,1,0
300xx,B3,B,10.99,6,795,799,0,73.6,GA,15e4,0,0,35000,7.43,8,0
