"","loan_amnt","term","emp_length","home_ownership","annual_inc","addr_state","dti","delinq_2yrs","inq_last_6mths","open_acc","pub_rec","revol_bal","revol_util","total_acc","pub_rec_bankruptcies","fico","is_bad"
"2102",20000,6,5,"RENT",48000,"VA",12.65,0,1,10,0,20817,50.8,21,0,727,0
"2103",7000,6,6,"MORTGAGE",130500,"NY",11.26,0,1,12,0,21133,64.2,31,0,677,0
"2104",12800,6,2,"RENT",99000,"TX",19.05,0,1,6,0,27751,92.5,32,0,692,0
"2105",3000,3,1,"MORTGAGE",50000,"NJ",11.93,0,0,6,0,631,5.7,15,0,777,0
"2106",10000,3,3,"RENT",65000,"MD",19.86,0,1,13,0,17700,81.3,17,0,702,0
"2107",8400,6,4,"MORTGAGE",65508,"FL",7.44,0,0,18,0,6091,8.7,23,0,767,0
"2108",15000,3,4,"OWN",53481.36,"NJ",10.81,0,0,15,0,18282,18.2,38,0,782,0
"2109",30000,6,5,"MORTGAGE",80000,"IL",14.7,0,1,5,0,16375,45.1,19,0,672,0
"2110",12000,3,1,"MORTGAGE",109000,"MI",6.3,0,1,6,0,3739,20.4,12,0,747,0
"2111",11125,3,4,"MORTGAGE",75000,"OR",15.63,2,0,8,0,5797,70.7,33,0,672,0
"2112",20000,6,4,"MORTGAGE",40000,"CA",0.6,0,3,5,0,816,3.7,23,0,807,0
"2113",3525,3,2,"RENT",26000,"SD",12.92,0,0,5,0,8518,62.2,18,0,757,0
"2114",3000,3,2,"RENT",64000,"CA",14.89,0,2,6,0,1552,10.3,14,0,742,0
"2115",19800,6,1,"OWN",170000,"VA",1.61,0,2,9,0,2121,27.2,21,0,672,0
"2116",10000,3,1,"RENT",40000,"HI",24.15,0,1,9,0,28976,54.9,18,0,722,0
"2117",5000,3,4,"MORTGAGE",101000,"NY",10.7,0,0,16,0,17643,56.4,46,0,697,0
"2118",3000,3,1,"RENT",105000,"MO",13.84,0,2,19,0,29086,79.7,31,0,682,0
"2119",11200,3,6,"MORTGAGE",50000,"CT",13.51,0,1,8,0,22221,85.6,36,0,687,0
"2120",4800,3,1,"RENT",60000,"WA",14.44,0,1,13,0,3134,18.8,33,0,727,0
"2121",6000,3,6,"RENT",37500,"WY",24.99,0,1,9,0,9053,51.5,17,0,687,0
"2122",3500,3,1,"RENT",39000,"TX",20.71,0,0,6,0,18140,78.2,18,0,697,0
"2123",13350,6,7,"OWN",55000,"OH",20.53,0,2,8,0,18990,79.5,13,0,682,0
"2124",15000,3,1,"RENT",33800,"NY",9.73,0,1,4,0,8798,66.7,6,0,727,0
"2125",20000,6,7,"RENT",40000,"NV",15.48,0,1,12,0,15756,55.1,16,0,737,0
"2126",25000,3,8,"OWN",84000,"OR",19.07,0,1,16,0,26801,40.1,30,0,757,0
"2127",5600,3,6,"RENT",49000,"WI",16.29,0,1,10,0,3071,6.9,15,0,777,0
"2128",25000,6,1,"RENT",50400,"CA",21.07,0,0,14,0,18260,67.4,24,0,707,0
"2129",16000,3,6,"MORTGAGE",50000,"MO",20.09,0,0,5,0,9220,93.1,16,0,702,0
"2130",24000,3,9,"MORTGAGE",75000,"CA",11.81,0,1,8,0,2612,7.7,21,0,797,0
"2131",14000,6,1,"MORTGAGE",67000,"TX",24.73,0,0,15,0,15198,58.5,31,0,707,0
"2132",2400,3,5,"RENT",13288,"FL",8.76,0,0,5,0,3096,64.5,7,0,667,0
"2133",11500,3,1,"RENT",57000,"MA",9.12,0,0,5,0,1166,29.9,8,0,742,0
"2134",2100,3,5,"RENT",60000,"FL",7.66,0,1,6,1,11502,91.3,20,1,677,0
"2135",14000,6,5,"OWN",65500,"NY",23.87,0,3,9,0,21284,47.6,48,0,732,0
"2136",12800,6,4,"RENT",45000,"FL",16.59,0,0,9,0,11256,85.9,14,0,707,0
"2137",8000,3,2,"RENT",42000,"CA",7.71,0,0,4,0,11720,59.2,8,0,747,1
"2138",12400,6,7,"RENT",50000,"NY",15.77,1,1,13,0,4089,78.8,30,0,662,0
"2139",15000,3,7,"OWN",89000,"CA",4.38,0,0,8,0,7781,83.7,21,0,662,0
"2140",7200,3,4,"RENT",60000,"CA",10.62,0,0,6,0,9407,85.5,7,0,707,0
"2141",8000,3,1,"RENT",72000,"IL",9.32,0,3,6,0,9752,54.2,21,0,727,0
"2142",10000,3,6,"MORTGAGE",30000,"MN",22.88,1,0,10,0,5748,44.9,22,0,707,0
"2143",21200,3,1,"MORTGAGE",60000,"TX",21.18,0,0,7,0,6334,64.6,10,0,697,1
"2144",9300,6,1,"MORTGAGE",75000,"IL",3.62,0,4,6,0,17648,45.7,21,0,762,0
"2145",21500,6,4,"RENT",43000,"MA",18.28,0,0,11,0,11943,51.1,12,0,697,1
"2146",15000,6,8,"RENT",55000,"NJ",17.21,0,1,4,0,13115,88,17,0,732,0
"2147",30000,6,4,"RENT",68000,"FL",16.91,0,0,11,0,20089,71.5,18,0,682,0
"2148",19125,6,1,"RENT",54000,"NY",23.18,0,1,13,0,14850,56.2,34,0,717,0
"2149",17000,3,1,"MORTGAGE",60000,"MO",20.9,0,2,10,0,15845,50.6,14,0,687,0
"2150",20000,6,1,"RENT",80000,"NY",15.48,0,0,9,0,21566,63.1,34,0,732,0
"2151",5000,3,1,"RENT",58000,"FL",3.7,0,0,6,0,5312,71.8,15,0,732,0
"2152",5000,3,3,"OWN",35000,"HI",7.95,0,0,3,0,5958,85.1,5,0,687,0
"2153",3800,3,4,"RENT",40000,"NY",19.11,0,0,10,0,7889,86.1,10,0,662,0
"2154",5000,3,1,"RENT",37513,"FL",10.84,0,1,10,0,17844,54.1,19,0,752,1
"2155",29000,6,1,"MORTGAGE",58000,"GA",8.88,0,3,5,0,11452,76.3,10,0,727,0
"2156",14000,6,1,"MORTGAGE",1e+05,"OH",10.01,0,0,8,0,11714,69.3,12,0,687,0
"2157",12000,3,1,"MORTGAGE",75000,"PA",17.47,0,0,10,0,23220,89.3,28,0,707,0
"2158",23000,3,1,"RENT",80000,"WA",22.63,0,2,12,0,15075,66.6,26,0,717,0
"2159",14000,3,1,"RENT",62000,"CA",14.73,0,2,8,0,27385,67,20,0,692,0
"2160",5000,3,9,"RENT",26000,"NY",13.48,0,0,7,0,8006,60.7,10,0,692,0
"2161",2500,3,2,"MORTGAGE",54000,"TX",23.67,0,1,8,0,30555,92.3,23,0,692,0
"2162",12000,3,3,"RENT",46000,"PA",21.42,0,0,14,0,11271,70,22,0,697,0
"2163",19800,6,9,"MORTGAGE",96000,"CA",3.65,0,0,8,0,14399,57.1,23,0,727,0
"2164",22000,6,1,"MORTGAGE",75000,"TX",18.9,0,1,14,0,27616,60.6,31,0,677,0
"2165",15000,3,2,"RENT",45000,"CA",16.4,0,0,7,0,8808,75.3,9,0,682,0
"2166",7200,3,1,"MORTGAGE",114000,"WA",12.12,0,1,9,0,81405,92.4,17,0,692,1
"2167",10000,3,2,"MORTGAGE",1e+05,"CA",4.24,1,0,7,0,5920,87.9,24,0,667,0
"2168",8000,3,1,"RENT",108000,"CA",3.84,0,0,3,0,10675,48.7,3,0,677,0
"2169",4800,3,1,"RENT",46000,"OK",18.29,0,1,10,0,5056,40.1,17,0,712,0
"2170",5000,3,7,"RENT",62000,"NC",19.08,0,0,9,0,1387,15.8,26,0,747,0
"2171",10000,3,2,"RENT",52000,"WA",7.04,0,0,9,0,6452,66.5,14,0,677,0
"2172",15000,3,4,"RENT",60000,"NY",18.18,0,2,9,0,10532,72.7,19,0,702,0
"2173",25000,6,1,"RENT",60000,"NH",6.76,0,0,5,0,4534,25.2,9,0,757,0
"2174",25000,6,6,"MORTGAGE",86923,"OK",7.88,0,0,8,0,24504,33.6,30,0,767,0
"2175",31000,6,1,"MORTGAGE",62400,"PA",18.31,0,0,8,0,57659,53.1,14,0,737,0
"2176",12000,3,8,"MORTGAGE",60000,"TX",15.56,0,1,10,0,22296,51.7,28,0,717,0
"2177",10000,3,6,"RENT",91000,"FL",10.25,0,2,6,0,15178,69.9,12,0,667,0
"2178",20000,3,3,"RENT",63000,"CA",19.09,0,1,12,0,16167,70.3,27,0,717,0
"2179",20000,3,6,"RENT",82000,"NY",9.79,0,1,7,0,11372,80.1,9,0,697,0
"2180",21000,6,2,"RENT",71040,"CA",6.52,0,0,9,0,11639,94.6,19,0,672,1
"2181",15500,3,1,"MORTGAGE",63000,"GA",17.56,0,1,15,0,17484,60.9,33,0,692,0
"2182",5575,3,5,"RENT",28800,"TX",21.17,0,0,7,0,4756,73.2,33,0,737,0
"2183",30000,6,1,"RENT",68000,"LA",25.27,0,0,8,0,22181,49.7,34,0,742,0
"2184",10000,3,6,"MORTGAGE",60000,"IL",23.1,0,1,12,0,9881,72.7,23,0,682,1
"2185",20000,6,7,"RENT",40000,"MO",23.94,0,1,7,0,21265,68.4,12,0,727,0
"2186",10000,3,1,"RENT",42000,"AL",23.71,0,0,7,0,9784,89.4,19,0,687,0
"2187",12000,6,2,"RENT",42000,"NM",24.57,0,0,10,0,9681,78.7,24,0,712,0
"2188",1450,3,5,"RENT",55560,"GA",6.95,1,0,7,1,3408,87.4,21,0,662,0
"2189",30000,6,2,"MORTGAGE",75000,"CA",11.44,0,1,13,0,31639,66.9,39,0,677,0
"2190",12900,6,1,"RENT",75000,"VT",21.79,0,0,11,0,13809,73.1,23,0,692,0
"2191",24000,6,1,"MORTGAGE",95000,"TX",16,0,0,7,0,0,0,20,0,767,0
"2192",2000,3,1,"MORTGAGE",27600,"GA",6.74,0,2,4,0,15534,97.1,8,0,707,0
"2193",22000,6,1,"RENT",84000,"RI",13.8,0,1,11,0,20579,58.3,36,0,697,0
"2194",7000,3,9,"MORTGAGE",70000,"MD",4.1,0,0,4,0,7850,50.6,14,0,722,0
"2195",10000,3,1,"RENT",92000,"NY",8.27,0,0,12,0,12385,40.9,36,0,687,0
"2196",25000,6,1,"MORTGAGE",60000,"IL",13.38,0,2,16,0,7414,8.3,26,0,772,0
"2197",7750,3,5,"RENT",26400,"MA",17.34,0,0,6,0,7000,52.2,11,0,667,1
"2198",20000,6,9,"MORTGAGE",90000,"AZ",12.33,0,1,9,0,19734,75.9,29,0,712,0
"2199",29100,6,2,"MORTGAGE",152004,"CA",18.12,0,0,11,0,13477,67,43,0,702,0
"2200",12000,3,2,"RENT",30000,"OK",24.44,0,0,6,0,10343,69.4,10,0,722,0
"2201",10150,3,2,"RENT",102000,"TX",8.35,0,4,9,0,554,3.6,14,0,802,0
"2202",3800,3,8,"RENT",47000,"TX",6.23,0,0,8,0,3714,44.2,19,0,677,0
"2203",10000,3,1,"MORTGAGE",55000,"TX",19.4,0,2,15,0,5601,5,40,0,787,0
"2204",7000,3,1,"RENT",57000,"OR",4.88,0,0,6,0,7195,73.4,10,0,682,0
"2205",10000,3,7,"RENT",150000,"CA",16.91,0,2,12,0,12183,62.5,28,0,687,0
"2206",22000,6,2,"RENT",50000,"MA",17.21,0,0,10,0,9961,43.9,29,0,742,0
"2207",18825,6,4,"RENT",50000,"CA",22.42,0,2,9,0,12594,92.6,19,0,662,1
"2208",10000,3,2,"RENT",80000,"MA",19.56,0,2,13,0,21640,72.2,23,0,737,1
"2209",20000,6,1,"RENT",65000,"NJ",8.7,0,1,6,0,10770,90.5,10,0,712,0
"2210",8000,3,7,"RENT",87000,"CT",3.94,0,1,6,0,10569,67.3,10,0,682,0
"2211",12000,3,1,"RENT",88000,"VA",13.57,1,0,14,0,9942,59.2,23,0,682,0
"2212",20450,6,1,"RENT",52008,"CA",23.14,0,0,8,0,17779,78.5,40,0,692,1
"2213",12000,3,3,"MORTGAGE",40000,"CT",19.77,0,1,10,0,9000,43.9,14,0,682,1
"2214",24000,6,4,"MORTGAGE",103000,"MA",5.2,0,1,9,0,9557,65.9,24,0,747,0
"2215",24000,6,3,"RENT",125004,"PA",5.14,0,0,10,0,10708,68.6,26,0,707,0
"2216",7000,3,2,"RENT",36475,"GA",21.06,0,2,19,0,3976,62.4,24,0,707,1
"2217",17500,3,1,"MORTGAGE",78413,"MO",18.93,0,0,8,0,29221,88.5,34,0,722,0
"2218",6400,3,1,"OWN",44000,"WA",24.33,0,1,10,0,8833,59.9,30,0,742,0
"2219",15000,6,1,"RENT",62000,"CA",22.16,0,1,10,0,13854,74.1,45,0,697,0
"2220",13000,3,3,"RENT",33000,"FL",10.87,0,0,9,0,13974,46.3,13,0,727,0
"2221",18000,6,9,"MORTGAGE",63000,"PA",13.89,0,1,8,0,14756,57.4,16,0,707,0
"2222",8000,3,2,"RENT",65000,"FL",11.8,0,0,9,0,3172,21.6,12,0,737,0
"2223",7800,3,9,"MORTGAGE",48000,"CO",7.15,1,2,6,0,11063,74.7,24,0,722,0
"2224",15000,3,5,"RENT",53000,"CA",22.03,0,1,9,0,5286,44.8,14,0,692,0
"2225",23600,6,1,"OWN",60000,"TX",24.36,0,2,10,0,17969,50.9,21,0,722,0
"2226",15000,3,4,"RENT",95000,"CA",15.74,0,1,6,0,15274,56.2,9,0,717,0
"2227",24000,6,1,"RENT",86779,"NY",18.35,0,0,18,0,14905,78.5,35,0,692,1
"2228",23500,6,1,"RENT",48000,"NY",16.05,0,0,6,0,21175,72.8,11,0,727,0
"2229",35000,6,4,"MORTGAGE",83500,"OK",19.9,0,1,16,0,13082,53,23,0,672,0
"2230",2100,3,4,"RENT",44400,"VA",6.49,0,0,3,0,7398,85,5,0,677,0
"2231",16600,6,1,"RENT",40000,"MD",13.17,0,3,13,0,15964,65.1,24,0,712,0
"2232",18000,6,3,"RENT",102000,"KS",14.64,0,1,8,0,14754,69.6,25,0,707,0
"2233",16000,3,5,"OWN",60000,"AR",18.62,0,1,11,0,15916,60.1,25,0,692,0
"2234",12000,3,1,"MORTGAGE",37500,"OH",13.25,0,0,6,0,15360,93.1,13,0,697,0
"2235",18000,6,1,"MORTGAGE",75000,"VA",17.57,0,1,9,0,11776,97.3,15,0,697,1
"2236",10800,3,1,"RENT",50000,"FL",23.71,2,0,18,0,9864,94.8,28,0,682,0
"2237",15000,3,1,"RENT",47840,"CT",17.21,0,0,11,0,11705,78,18,0,697,0
"2238",7100,3,1,"MORTGAGE",40000,"NJ",16.08,0,1,6,0,5367,62.4,11,0,672,0
"2239",10000,3,6,"RENT",80000,"IL",20.05,0,1,7,0,14811,72.6,13,0,727,0
"2240",6000,3,5,"RENT",51000,"MD",19.91,0,0,11,0,12283,74.4,26,0,672,0
"2241",10400,3,1,"RENT",65000,"MD",24.57,0,1,10,0,15719,90.9,14,0,672,0
"2242",2000,3,3,"MORTGAGE",25056,"AL",20.79,1,0,12,0,2730,43.3,23,0,672,0
"2243",8000,3,4,"MORTGAGE",75000,"NY",17.52,0,1,15,0,21050,65.1,34,0,667,0
"2244",10000,3,1,"RENT",40000,"FL",11.67,0,1,5,0,9516,76.7,16,0,692,0
"2245",12000,3,1,"RENT",83000,"NY",17.99,0,1,7,0,12632,70.2,15,0,712,0
"2246",16000,6,7,"MORTGAGE",61000,"NV",20.52,0,1,14,0,13990,67.3,27,0,712,0
"2247",35000,3,6,"RENT",2e+05,"VA",4.18,0,0,8,0,13645,91.6,19,0,682,0
"2248",4500,3,2,"RENT",42000,"VA",25.17,0,2,10,0,24868,39.7,24,0,747,0
"2249",12000,6,5,"RENT",80000,"NY",17.16,0,2,9,0,15405,65.8,22,0,672,0
"2250",20000,3,1,"MORTGAGE",120000,"NJ",5.22,0,1,10,0,531,0.6,28,0,812,0
"2251",10000,3,4,"RENT",45000,"IL",19.28,0,2,8,0,9695,69.2,28,0,717,0
"2252",20000,6,1,"MORTGAGE",48000,"PA",16.2,0,1,5,1,13224,96.5,9,1,697,0
"2253",28000,6,2,"RENT",80000,"CA",18.77,0,1,11,0,16824,90.5,19,0,682,0
"2254",4000,3,1,"MORTGAGE",90000,"CA",9.57,0,0,13,0,17051,81.4,27,0,692,0
"2255",12000,3,4,"RENT",75000,"MN",11.68,0,2,14,0,11703,22.2,26,0,777,0
"2256",12000,3,4,"RENT",98000,"TX",6.22,0,2,6,0,18151,89,12,0,667,0
"2257",20000,3,1,"MORTGAGE",118560,"TX",10.54,0,2,22,0,24605,31.4,63,0,717,0
"2258",8000,3,2,"RENT",72000,"MO",6.4,0,2,5,0,19531,45.1,9,0,747,0
"2259",35000,6,3,"RENT",140000,"CA",12,0,1,12,0,30999,75.3,20,0,717,0
"2260",20000,3,3,"MORTGAGE",120000,"TX",17.33,0,0,15,0,47136,79.2,30,0,707,0
"2261",20000,3,7,"RENT",77000,"GA",20.06,0,1,12,0,18868,62.5,38,0,717,0
"2262",3500,3,3,"MORTGAGE",60000,"NC",8.1,0,0,6,0,3426,3.4,11,0,727,0
"2263",5000,3,4,"OWN",36000,"MI",14.33,0,0,6,0,3989,72.5,8,0,682,1
"2264",1300,3,4,"RENT",60000,"HI",7.8,0,1,7,0,7676,97.8,8,0,697,1
"2265",7500,3,4,"RENT",45000,"MN",6.51,0,2,7,0,7534,64.3,24,0,672,0
"2266",7800,3,1,"MORTGAGE",117000,"GA",17.39,0,0,16,0,64406,69.1,32,0,717,0
"2267",6925,3,6,"RENT",25000,"OR",21.74,0,0,7,0,11588,87.8,15,0,682,0
"2268",12800,3,1,"OWN",80000,"TX",18.43,1,1,6,0,13412,69.5,16,0,692,0
"2269",15000,3,1,"RENT",48000,"MA",18.63,0,1,13,0,12313,88.6,17,0,687,1
"2270",8000,3,6,"MORTGAGE",40800,"CA",7.44,0,1,5,0,5522,42.5,9,0,702,0
"2271",5375,3,5,"RENT",18000,"NC",17,0,0,9,0,5631,60.3,10,0,667,0
"2272",2500,3,1,"RENT",42500,"OR",13.5,0,0,6,0,15444,84.8,21,0,672,0
"2273",17625,3,1,"RENT",45000,"TX",24.67,0,1,18,0,11148,44.5,51,0,737,0
"2274",6000,3,1,"MORTGAGE",66000,"VA",23.38,0,3,9,0,1297,11.6,37,0,662,1
"2275",7100,3,1,"OWN",24000,"CA",17.65,0,1,14,0,10218,79.2,15,0,687,0
"2276",20000,6,1,"RENT",110000,"NY",5.5,0,1,5,0,16096,92.5,16,0,727,0
"2277",2800,3,2,"MORTGAGE",90000,"GA",18.83,1,2,8,0,2309,52.5,27,0,707,0
"2278",14000,6,3,"MORTGAGE",158000,"TX",20.04,2,1,13,0,5987,87.3,30,0,662,0
"2279",12000,3,4,"RENT",32000,"WA",19.05,0,1,11,0,10521,51.7,22,0,742,0
"2280",6625,3,3,"RENT",24947.3,"NY",21.55,0,1,12,0,11475,77.4,20,0,687,1
"2281",14675,3,7,"MORTGAGE",40000,"VA",16.95,0,3,8,0,24715,52.8,13,0,692,0
"2282",15000,3,7,"RENT",74000,"NY",15.97,0,0,7,0,13132,56.6,14,0,712,0
"2283",12000,3,3,"RENT",70000,"CA",11.09,0,0,22,0,9718,10.2,42,0,742,0
"2284",13000,3,8,"RENT",44100,"CA",25.12,0,1,14,0,12842,66.5,29,0,732,0
"2285",12000,3,1,"RENT",55000,"OK",16.87,0,1,5,0,21047,70.6,23,0,732,0
"2286",10000,3,1,"RENT",35000,"HI",5.76,0,3,6,0,7550,84.8,18,0,667,0
"2287",11550,3,1,"RENT",83954,"NY",10.65,0,2,14,0,26454,79.2,23,0,662,0
"2288",6000,3,4,"OWN",1e+05,"NY",8.32,0,0,5,0,9844,53.8,16,0,707,0
"2289",35000,6,6,"MORTGAGE",248000,"NY",6.17,0,2,14,0,89144,83.9,29,0,717,0
"2290",9000,3,1,"RENT",160000,"NJ",9.94,2,0,14,0,16143,81.5,28,0,662,0
"2291",12000,6,1,"RENT",35000,"DE",22.18,0,1,7,0,9145,69.3,9,0,707,0
"2292",28000,3,8,"MORTGAGE",82000,"GA",4.77,0,3,6,0,15173,69,14,0,752,0
"2293",17400,6,4,"MORTGAGE",43000,"PA",11.25,0,1,6,0,11576,69.7,17,0,732,1
"2294",13000,3,1,"MORTGAGE",73000,"WI",5.34,0,3,7,0,11039,55.8,23,0,782,0
"2295",14000,6,5,"OWN",30000,"OH",19.44,0,0,7,0,14253,92,20,0,717,0
"2296",17000,3,5,"RENT",37000,"KY",15.73,0,1,7,0,17465,91.4,29,0,717,0
"2297",6000,3,4,"RENT",30000,"NJ",15.68,0,1,11,0,2427,22.3,14,0,667,0
"2298",20000,3,1,"RENT",65000,"NY",6.72,0,0,13,0,11983,67,20,0,722,0
"2299",1100,3,5,"MORTGAGE",36000,"WI",12.2,0,2,9,0,15876,87.2,42,0,672,1
"2300",10000,3,4,"RENT",75000,"NJ",7.5,0,0,7,0,5911,31.4,13,0,732,0
"2301",7000,3,5,"RENT",54008,"CA",8.64,0,0,11,0,11823,58.8,12,0,697,0
"2302",14000,3,2,"MORTGAGE",85000,"CA",17.39,0,2,6,0,11483,82,15,0,722,0
"2303",5000,3,1,"MORTGAGE",54000,"MI",13.91,0,2,16,0,1848,5.4,35,0,767,0
"2304",8500,3,4,"MORTGAGE",84000,"CA",17.21,0,0,19,0,31503,55,59,0,737,0
"2305",19750,6,5,"MORTGAGE",66500,"CA",14.29,0,2,12,0,5888,69.3,29,0,702,0
"2306",21000,3,6,"MORTGAGE",53004,"TX",2.06,0,0,6,0,4643,25.3,30,0,722,0
"2307",15000,6,6,"OWN",50000,"IL",13.34,0,0,12,0,16158,65.2,17,0,677,1
"2308",12000,3,6,"RENT",71151,"CA",18.57,0,0,12,0,15725,80.6,25,0,732,0
"2309",9000,3,7,"MORTGAGE",125000,"VA",9.16,0,1,10,0,19268,51.6,27,0,737,0
"2310",18000,3,1,"RENT",180000,"FL",11.95,0,0,8,0,13363,94.1,32,0,662,0
"2311",10000,3,6,"MORTGAGE",3e+05,"MA",5.65,1,3,7,0,7955,69.2,22,0,677,0
"2312",7000,3,1,"MORTGAGE",35000,"MA",12.45,1,1,12,1,9859,35.9,20,0,717,0
"2313",8000,3,1,"RENT",63000,"FL",14.57,0,2,16,0,8380,81.5,20,0,667,0
"2314",26000,6,1,"RENT",72000,"MD",22.22,0,1,9,0,22279,81.4,21,0,677,1
"2315",28000,6,5,"RENT",64936,"CA",8.91,0,0,7,0,13595,62.1,22,0,757,0
"2316",35000,6,6,"RENT",98000,"FL",14.55,0,1,7,0,26876,64,35,0,752,1
"2317",5500,6,8,"RENT",25000,"GA",10.56,0,0,5,0,4816,56.7,6,0,687,1
"2318",14400,6,4,"MORTGAGE",105000,"CA",10.75,0,7,21,0,19435,25.1,44,0,747,0
"2319",10000,3,1,"RENT",44000,"WA",18.22,0,0,9,0,15657,93.8,22,0,717,0
"2320",28000,3,1,"OWN",76000,"OH",13.78,0,1,6,0,28753,96.2,17,0,717,1
"2321",5000,3,2,"OWN",24000,"TX",4.65,0,0,3,0,5063,64.1,4,0,697,0
"2322",20000,3,1,"RENT",57000,"CA",22.74,0,0,10,0,18306,67.1,19,0,707,0
"2323",7000,3,1,"RENT",45000,"FL",22.21,0,2,14,0,7370,51.2,22,0,662,0
"2324",10000,3,8,"MORTGAGE",72000,"PA",8.68,0,2,9,0,4966,47.3,16,0,687,0
"2325",10000,3,1,"RENT",44000,"RI",12.9,0,1,7,0,11415,71.3,20,0,662,0
"2326",10000,3,1,"RENT",60000,"WA",19.92,0,0,10,0,18604,82.7,18,0,697,1
"2327",20000,3,9,"RENT",65000,"NY",14.36,0,0,7,0,20236,79.7,10,0,722,0
"2328",6000,3,1,"RENT",65000,"CA",5.41,0,1,8,0,14079,66.7,14,0,682,0
"2329",16000,3,1,"RENT",65000,"OR",19.81,1,2,11,0,5389,26.6,26,0,667,0
"2330",3400,3,6,"MORTGAGE",125000,"LA",16.95,0,0,18,0,32998,90.2,37,0,707,0
"2331",6000,3,2,"MORTGAGE",22500,"MO",8.32,0,1,5,0,5552,81.6,10,0,682,0
"2332",7000,3,1,"MORTGAGE",47000,"CA",14.37,0,2,6,0,14089,82.4,16,0,727,1
"2333",12000,6,3,"OWN",52000,"PA",21.42,0,1,8,0,13633,51.8,15,0,732,0
"2334",7875,6,6,"RENT",25000,"FL",19.82,0,1,12,0,6992,50.7,22,0,667,0
"2335",21000,6,1,"MORTGAGE",109992,"NJ",10.89,0,0,13,0,32913,86.2,35,0,667,0
"2336",17000,3,6,"MORTGAGE",78301,"PA",13.85,0,1,11,0,2700,4.8,44,0,777,0
"2337",9500,3,1,"MORTGAGE",43000,"GA",19.28,0,0,8,0,5240,69.9,34,0,737,0
"2338",16000,6,1,"MORTGAGE",72000,"TX",11.88,2,0,8,0,4612,30.1,30,0,707,0
"2339",35000,6,1,"MORTGAGE",65000,"TX",12.37,0,3,12,0,15950,71.2,18,0,667,1
"2340",1200,3,4,"RENT",20400,"OH",24.12,4,3,2,0,0,0.12,8,0,662,1
"2341",20000,6,1,"OWN",86124,"CA",17.6,0,1,15,0,6993,82.6,25,0,692,1
"2342",5000,3,1,"RENT",24000,"CA",1.75,0,1,6,0,233,17.9,8,0,697,1
"2343",5400,3,1,"RENT",32000,"GA",20.03,0,1,9,0,11114,89.6,21,0,662,1
"2344",12000,6,6,"RENT",36500,"FL",22.22,0,0,7,0,7554,71.9,11,0,667,1
"2345",12775,3,1,"MORTGAGE",38000,"NY",20.94,0,2,9,0,17675,84.6,23,0,722,0
"2346",5000,3,1,"RENT",21600,"AZ",5.33,1,0,2,0,1749,70,4,0,667,0
"2347",15000,6,2,"RENT",41500,"AL",17.93,1,1,7,0,2923,32.1,22,0,667,0
"2348",15600,3,3,"MORTGAGE",75000,"WY",18.53,0,0,19,0,12343,87.5,47,0,692,0
"2349",5050,6,1,"MORTGAGE",67517.64,"CA",10.45,0,1,3,0,365,18.2,7,0,672,1
"2350",12000,6,3,"RENT",34500,"MT",22.61,0,0,9,0,9292,96.8,23,0,697,0
"2351",24000,6,5,"MORTGAGE",120000,"PA",15.33,1,2,17,0,19719,45.8,34,0,692,0
"2352",25000,6,4,"MORTGAGE",54600,"CA",12.09,0,1,8,0,14433,19,19,0,767,0
"2353",12000,3,5,"MORTGAGE",72000,"MO",16.33,1,3,10,0,16431,69,17,0,662,0
"2354",10000,3,4,"RENT",70000,"CA",13.53,0,1,11,0,10826,78.6,18,0,697,0
"2355",2400,3,1,"RENT",46000,"DC",18.78,0,1,15,0,2041,23,17,0,712,0
"2356",5825,3,4,"RENT",25000,"IL",20.21,0,1,9,0,13097,74.8,17,0,677,0
"2357",20000,3,1,"RENT",65000,"HI",21.05,0,0,12,0,23496,67.5,18,0,712,0
"2358",16000,3,7,"RENT",47000,"NY",19.43,0,0,14,0,12439,63,21,0,702,0
"2359",1500,3,4,"MORTGAGE",25632,"UT",2.72,0,2,2,0,531,4.7,4,0,797,0
"2360",12500,3,8,"MORTGAGE",50000,"MI",12.12,0,5,19,0,16157,35,48,0,747,0
"2361",12000,6,1,"MORTGAGE",70000,"CA",9.65,0,0,13,0,143,0.4,31,0,772,1
"2362",3500,3,1,"MORTGAGE",47500,"NY",19.76,3,1,11,0,3746,13.2,34,0,722,0
"2363",4000,3,6,"MORTGAGE",45000,"MD",7.12,0,0,3,0,0,0,13,0,672,0
"2364",12100,6,3,"RENT",50000,"AZ",11.5,0,0,8,0,5579,33,15,0,687,0
"2365",20000,6,1,"MORTGAGE",60000,"FL",7.42,0,1,4,0,12367,66.8,15,0,737,1
"2366",15000,3,2,"MORTGAGE",90000,"NJ",9.69,2,3,13,0,6284,23.7,42,0,722,0
"2367",15600,3,1,"MORTGAGE",43000,"NY",20.01,0,0,7,0,6565,63.6,17,0,727,0
"2368",10000,3,5,"MORTGAGE",65000,"CA",15.07,0,0,9,0,9416,63.2,13,0,687,0
"2369",2400,3,1,"MORTGAGE",78000,"IL",9.82,1,0,10,0,13099,97,33,0,697,0
"2370",12000,6,6,"MORTGAGE",102000,"OH",8.09,0,0,9,0,2875,6.2,22,0,797,0
"2371",19000,6,1,"MORTGAGE",60000,"TX",17.24,0,3,13,0,15005,79.8,19,0,692,1
